,CHAPTER,PAGE,TEXT
111,4,9,"4.3 - Von der Erkrankung zur Genesung: Ein Weg mit vielen Stationen

Freundliche Krankenkasse

Pwß       Zi
Bruno 13.05.35 I ›

Garrenstns  „
~ 13555 Berlin _ g  |
109517623 FK?5ﬁ093456 1  
7296056123 _ 999999999 _ 22.03.2016  l
r HCT 25 mg N3 Hr. Dr. Jürgen Kamps
` FA für Allgemeinmedizin
' Rarnlprll 5 mg N3 Postweg 25
13557 Berlin
»baba ;
3m ımu-ıı-ııuıluıı ' '
„nıııııl-Iıllov'
7296560009

I Abb. 4.5 Beispielrezept

Pauwel sich das wünschte, und so dachten seine ihn dort betreuenden Ärzte und
die Physiotherapeutin darüber nach, ob es für Herrrı Pauwel wohl besser wäre,
nicht nach Hause zurückzukehren, sondern in ein Pﬂegeheim verlegt zu werden,
zumal er allein wohnte.

Herr Pauwel wehrte sich aber mit Händen und Füßen gegen den Vorschlag.
Lieber wolle er aus dem Fenster springen, rief Herr Pauwel aus. Also dachten alle
gemeinsam über eine andere Lösung nach. Schließlich wurde Herr Pauwel doch
nach Hause entlassen. Dr. Kamps organisierte die ambulante Weiterbehandlung. Er
stellte ein Rezept für die neuen Blutdruckmedikamente aus und schickte es direkt
an die Apotheke. Ein ambulanter Pﬂegedienst kam von nun 1-mal pro Tag bei
Herrn Pauwel vorbei, um ihm bei den täglichen Verrichtungen zu helfen. Ein Kran-
kentransport brachte ihn außerdem 2-mal pro Woche zur Krankengymnastik. Herr
Pauwel war zufrieden - und der ﬂauschige Bettvorleger wanderte auf den Müll.

Rezíßotheke Pflegedienst Krankengymnastik

 
Patient  
Rezept

\¶

Allgemeinarzt

 

Facharzt

 

a»

 

 

Überweisung
Einwei Ambulant rBereich
Entlassungsbrief
Krankenhaus i, Rehabilitationsklinik Pflegeheim
Verlegungsbrief
Kostenu ahme-

antrag Stationärer Bereich

Krankenkasse

 

B Abb. 4.6 Beispielorganigramm zum Weg von Herrn Bruno Pauwel (b Übung 4.2)

57

"
112,4,10,"58 Kapitel 4 - Das deutsche Gesundheitssystem

Übung 4.3:
Mini-Vokabelquiz

Übung 4.4

In der Geschichte von Herrn Pauwels tauchen einige Vokabeln wieder auf, die

im oberen Abschnitt verwendet wurden, außerdem ein paar neue. Wenn Sie

möchten, können Sie Ihre Kenntnisse selbst testen. Die Antworten ﬁnden Sie im

Lösungsteil am Ende des Buches (› Kap. 14).

1.  das ergab einen dicken, blauen Fleck und schmerzte stark  Welches
andere deutsche Wort gibt es für„blauer Fleck"", und welchen Begriff würden
Sie anstatt„blauer Fleck"" bei der Patientenvorstellung bzw. im Arztbrief

verwenden?
2.  fuhr er zu seinem Allgemeinarzt Herrn Dr. Kamps  Welche
Arztbezeichnung könnte man für Herrn Dr. Kamps noch gebrauchen?
3.  diese ließ ein Röntgenbild anfertigen  Wie lautet der Name der

Fachrichtung, die in Krankenhäusern für die Erstellung und Beurteilung von
Röntgenbildern und anderen bildgebenden Verfahren zuständig ist?

4.  darauf zeigte sich eine Fraktur  Welches deutsche Wort gibt es für
Fraktur?

5.  des Oberschenkelhalses  Wie nennt man den Oberschenkelhals in der
Anatomie?
6. Welchen anderen anatomischen Begriff kennen Sie für„Hals""?
7.  er bekam eine Totalendoprothese  Welche Abkürzung ist für die

Totalendoprothese geläuﬁg?

4.4 Ausbildung, Approbation und Fachsprachprüfung
in Deutschland

4.4.1 Ausbildung

_ Erinnern Sie sich daran, warum Sie Medizin studiert haben? Welches
waren die Gründe? Erzählen Sie und tauschen Sie sich aus!

_ Seit wann arbeiten Sie als Arzt/ als Ärztin? Welches Fachgebiet haben Sie

gewählt und warum?

Was gefällt Ihnen an Ihrem Beruf und was weniger?

Würden Sie sich noch einmal für den Arztberuf und für Ihr Fachgebiet

entscheiden? Falls ja, warum, und falls nein, warum nicht?

I Was für eine Ausbildung zum Arzt/ zur Ärztin haben Sie in Ihrer Heimat
absolviert? Überlegen und erzählen Sie. Bedenken Sie dabei folgende
Aspekte:

Kann in Ihrem Heimatland Ieder Medizin studieren? Welche Bedin-
gungen müssen die Studierenden erfüllen?

Wie lange dauert das Studium? Welche Prüfungen müssen Medizin-
studierende ablegen?

Kostet das Studium etwas, d. h. muss man in Ihrer Heimat Studien-
gebühren bezahlen oder ist das Studium gratis?

Ist der Arztberuf in Ihrem Heimatland ein anerkannter Beruf? Eirı
Beruf, mit dem man viel Geld verdient? Ein beliebter Beruf? Etc.

1. Studieren Sie die Vokabeln in UTab. 4.2 und übersetzen Sie sie in Ihre
Muttersprache oder schreiben Sie eine deutsche Erklärung auf.

2. Ergänzen Sie die Tabelle, wenn Sie möchten, durch Wörter, die Ihnen
zusätzlich für das Thema„Arztstudium"" wichtig erscheinen.

"
113,4,11,"U Tab. 4.2 Ausbildung
Deutsch

das Abitur, =

absolvieren

ambulant

die (Arzt-)Praxís, Praxen

die Ausbildung, -en

die Disputatíon

die Dissertation

die Doktorarbeit, -en

der Doktor(-titel), =

das Fachgebiet, -e

gratis

die Hochschule, -n

die Hochschulzugangsberechtigung,

-en

klinisch

die Krankenversorgung

der Patientenkontakt, -e

das Praktikum, Praktika

die Promotion

die Prüfung, -en

eine Prüfung ablegen

stationär

das Studium, Studien

der Studienabschnitt, -e

4.4 - Ausbildung, Approbation und Fachsprachprüfung in Deutschland

Englisch

university-entrance diploma

to complete

ambulant; outpatient

doctor's office; doctor's surgery

education

disputation; thesis defence; viva voce

dissertatíon

thesis

doctor's degree

area of expertise; department

free (of charge); gratis

university

university entrance qualification

clinical

patient care

patient contact

internship

graduatíon; conferral of a doctorate

eXam

to take an exam

inpatíent; as an inpatient

studies

part of the studies

59

Eigene Anmerkungen und Übersetzung

"
114,4,12,"60 Kapitel 4 - Das deutsche Gesundheitssystem

I Tab. 4.2 Fortsetzung

Deutsch

das Studienjahr, -e
das (Studien-)Fach, Fächer
die Studiengebühr, -en

vorklínisch

Übung 4.5

Englisch Eigene Anmerkungen und Übersetzung

academic year

field of study; subject of study

enrolment fee

pre-clinical

1. Lesen Sie den Text über die Ausbildung zum Arztjzur Ärztin in
Deutschland.

2. Vergleichen Sie die Informationen, die in dem Text genannt werden, mit den
Fakten zum Medizinstudium in Ihrer Heimat. Gibt es Dinge, die sich gleichen?
Was ist unterschiedlich? Überlegen und diskutieren Sie.

3. Welche der genannten Fächer sind auch Teil des Medizinstudiums in Ihrer
Heimat? Welche nicht?

4. Welche Fächer haben Ihnen besonders viel Spaß gemacht und warum?
Welche Fächer mochten Sie nicht und warum nicht?

Um in Deutschland Medizin zu studieren, braucht man die Hochschulzugangs-
berechtigung (Abitur). Das Studium dauert in der Regel 6 Iahre. Es umfasst eine
Ausbildung in Erster Hilfe, einen Krankenpﬂegedienst von 3 Monaten, eine
Famulatur von 4 Monaten, ein Praktisches Iahr (PI) und 3 große Prüfungen.
Wahrend des Krankenpﬂegedienstes sollen die Studierenden die Arbeit in Kran-
kenhäusern von der Pﬂegeseite kennen lernen. Die Famulatur dient dazu, dass
die Studierenden in die praktische Arbeit der ambulanten Krankenversorgung
(z. B. Arztpraxen) eingeführt werden und ihre Kenntnisse in der stationären
Krankenversorgung vertiefen. Das sogenannte Praktische Iahr im letzten Stu-
dienj ahr stellt den Abschluss der praktischen Ausbildung dar. Es kann auch, teil-
weise oder vollständig, im Ausland absolviert werden.

Die erste medizinische Priifung (M1) ﬁndet nach 2 Studienjahren statt, die
zweite medizinische Prüfung (M2) nach 3weiteren Studienjahren vor dem Prak-
tischen Iahr. Die dritte medizinische Prüfung (M3) legen die Studierenden nach
dem Praktischen Iahr ab.

Studieninhalte des ersten Studienabschnittes, der klassischerweise als vor-
klinischer Teil des Studiums bezeichnet wird, sind u. A.:
~ Anatomie,

_ Biochemie,

H Biologie, Chemie und Physik für Mediziner,
~ Einfuhrung in die klinische Medizin,

~ medizinische Terminologie,

"
115,4,13,"4.4 - Ausbildung, Approbation und Fachsprachprüfung in Deutschland

Molekularbiologie,
Physiologie,
Psychologie,
Soziologie.

Im zweiten Studienabschnitt, dem klinischen Teil des Studiums, stehen die klini-
schen Fächer und der Patientenkontakt im Zentrum. Studieninhalte sind u. A.:
'- Allgemeinmedizin,

Anästhesiologie,

Arbeitsmedizin/ Sozialmedizin,

Augenheilkunde,

Chirurgie,

Derrnatologie/Venerologie,
Frauenheilkunde/Geburtshilfe,

Geschichte, Theorie und Ethik der Medizin,

Hals-, Nasen-, Ohrenheilkunde,

Humangenetik,

Hygiene, medizinische Mikrobiologie und Virologie,
innere Medizin,

Kinderheilkunde,

klinische Chemie/ Laboratoriumsdiagnostik,
medizinische Biometrie,

medizinische Informatik,

Neurologie,

Orthopädie,

Pathologie,

Pharmakologie/ Toxikologie,

Psychiatrie und Psychotherapie,

psychosomatische Medizin und Psychotherapie,
Rechtsmedizin,

Urologie.

Einige medizinische Fakultäten in Deutschland haben das Studium didaktisch
reformiert, d. h. an ihnen wird nicht mehr, wie traditionell üblich, nach Vorkli-
nik und Klinik getrennt, sondern die Studieninhalte werden miteinander ver-
bunden, soweit es inhaltlich sinnvoll ist. Dementsprechend gewinnen an diesen
Fakultäten auch neue didaktische Methoden an Bedeutung, so das fallbezogene
Lernen, das problemorientierte Lernen (POL). Hier werden am Beispiel eines
klinischen Falls vorklinische Aspekte (z. B. die Anatomie und Physiologie eines
Organs) und klinische Aspekte (z. B. eine spezielle Organerkrankung und deren
Therapie) gemeinsam behandelt.

4.4.2 Doktortitel

Studierende, die das Medizinstudium erfolgreich abgeschlossen haben, tragen
nicht automatisch einen Doktortitel. Um den Doktorgrad zu erwerben, ist eine
Promotion notwendig. Dazu schreiben die Studierenden während des Studiums
oder danach eine Doktorarbeit (Dissertation), die sie mündlich rnit einer Dis-
putation verteidigen. Die genauen Anforderungen an eine Promotion sind von
der jeweiligen medizinischen Fakultät abhängig und unterscheiden sich teil-
weise deutlich.

"
116,4,14,"62 Kapitel 4 - Das deutsche Gesundheitssystem

Übung 4.6

4.4.3 Berufsprestige und Verdienst

Der Arztberuf hat traditionell ein hohes Ansehen (= Prestige) in Deutschland,
d. h. Menschen, die als Arzt oder Ärztin arbeiten, werden im Allgemeinen res-
pektvoll behandelt und auch bewundert. Laut einer Umfrage des Marktfor-
schungsinstituts Forsa aus dem Iahre 2013 steht der Arztberuf nach den Feuer-
wehrmännern und Kranken- und Altenpﬂegern an der 3. Stelle der am höchsten
angesehenen Berufe in Deutschland (Forsa Gesellschaft für Sozialforschung und
statistische Analysen 2013). Andere Institute geben sogar an, dass der Arztbe-
ruf das höchste Prestige von allen Berufen hatte und hat. Dieses hohe Ansehen
spiegelt sich nur teilweise im Verdienst der Ärzte wider. Das Einkommen v. a.
der Berufseinsteiger ist zwar solide, im Vergleich zu dem Gehalt, das Beschäf-
tigte in der Wirtschaft und im Finanzwesen bekommen, aber eher gering. So
verdient ein Assistenzarzt in Deutschland „nur"" ungefahr das Doppelte wie ein
Krankenpﬂeger (zwischen 3200-4000 Euro brutto; Löhr u. Bös 2013). Wenn es
um Führungspositionen im Arztwesen geht, steigen die Löhne allerdings steil
an. Ein Oberarzt verdient schon ca. 110.000 Euro im Iahr und ein Chefarzt um
die 300.000 Euro (Löhr u. Bös 2013). Im europäischen Vergleich liegt Deutsch-
land in Bezug auf die Gehälter von Ärzten im Mittelfeld. Berufsanfänger verdie-
nen besonders gut in der Schweiz und in Dänemark, und auch in Norwegen und
Schweden sind die Löhne im oberen Mittelfeld, wohingegen das Gehalt von Ein-
steigern in Frankreich besonders niedrig ist (Töpfer 2015).

1. Was für ein Ansehen hat der Arztberuf in Ihrer Heimat?

2. Verdienen Ärzte in Ihrer Heimat tendenziell wenig oder viel? Entspricht das
Prestige des Berufes dem Verdienst?

3. Wortschatzarbeit: In dem Text ﬁnden Sie mehrere Wörter, die Synonyme für
das Wort„Verdienst” sind. Finden Sie diese, unterstreichen Sie sie und bilden
Sie sinnvolle Sätze mit ihnen.
Beispiel:„das Einkommen"".
Das Einkommen eines kongolesischen Arztes beträgt weniger als 1000 US
Dollar im Monat.

4. Bestimmt haben Sie sich schon darüber informiert, unter welchen
Bedingungen Sie in Deutschland als Arzt/als Ärztin arbeiten dürfen. Machen
Sie ein Brainstorming zu dem Thema und halten Sie die Ergebnisse in der
Form eines Assoziogramms fest (U Abb. 4.7).

5. Lesen Sie nun den nachfolgenden Text zum Thema „Approbation in
Deutschland"". Unterstreichen Sie Wörter, die Sie nicht kennen, und
recherchieren Sie ihre Bedeutung.

Abitur

\\ //

Approbation Deutschland
Herkunft

B Abb. 4.7 Assoziogramm„Approbation Deutschland""

"
117,4,15,"4.4 - Ausbildung, Approbation und Fachsprachprüfung in Deutschland

4.4.4 Approbation

Ein wichtiges Kriterium dafür, ob und unter welchen Bedingungen internationale
Ärztinnen und Ärzte in Deutschland arbeiten dürfen, ist ihre Herkunft. Ärzte,
die aus der Europäischen Union (EU) kommen, müssen andere Bedingungen
erfüllen als Ärzte, die aus einem Land außerhalb der EU kommen.

Neben einer Vielzahl von Dokumenten (Lebenslauf, Geburtsurkunde, polizei-
liches Führungszeugnis etc.), die für die Approbation eingereicht werden müssen,
ist für die Frage, ob internationale Ärzte in Deutschland arbeiten dürfen, entschei-
dend, ob sie in ihrem Herkunftsland eine Ausbildung absolviert haben, die der
Ausbildung in Deutschland gleichwertig ist, d. h. die die gleichen Inhalte, Kompe-
tenzen und Erfahrungen vermittelt (= Gleichwertigkeit des Ausbildungsstands).
Wichtig ist außerdem, dass die Ärzte und Ärztinnen über ausreichende Deutsch-
kenntnisse verfügen und ein Zertiﬁkat einer staatlich anerkannten Sprachschule
vorlegen können, das ihre Deutschkenntnisse bescheinigt. Das Sprachenzertiﬁkat
kann nicht von jeder Spracheschule sein, sondern muss von speziellen Sprachin-
stituten ausgestellt werden (TELC, Goetheinstitut und Test-Daf).

Sollte die ﬁir die Approbation im jeweiligen Bundesland zuständige Stelle (in
Berlin beispielsweise das Landesamt für Gesundheit und Soziales, LaGeSo) die
Sprachkenntnisse als nicht ausreichend erachten, muss eine zusätzliche Fach-
sprachprüfung abgelegt werden. Um das Prüfungsverfahren deutschlandweit zu
vereinheitlichen, hat die Gesundheitsministerkonferenz 2014 Eckpunkte für den
Sprachtest formuliert. So wird die Prüfung von mindestens zwei Prüfern abge-
nommen, von denen mindestens einer ein Arzt sein muss. Die Prüfung dauert
ca. 60 min. Der Schwerpunkt liegt ausdrücklich auf dem Kommunikationsver-
mögen der Prüﬂinge. Ärztliches Fachwissen wird nicht abgefragt.

Die Fachsprachprüfung besteht aus 3 Teilen, die jeweils ca. 20 min dauern:
1. einem simulierten Arzt-Patienten-Gespräch,

2. einer Übung zur schriftlichen Dokumentation (Arztbrief) und
3. einem Arzt-Arzt-Gespräch (Patientenvorstellung).

Zu 1: Hier wird geprüft, ob der Prüﬂing den Patienten im Wesentlichen ver-
steht, ob er sich spontan und ﬂießend verständigen kann und ob er in der Lage
ist, die Anamnese vollständig und gründlich zu erheben. Auch sollte der Prüf-
ling den Patienten und seine Angehörigen korrekt über seine Erkrankung und
Behandlungsmethoden auﬂdären können, ohne sichtlich nach Worten suchen
zu müssen.

Zu 2: Hier fasst der Prüﬂing die Informationen, die er irn Arzt-Patienten-
Gespräch gewonnen hat, schriftlich zusammen. Er soll zeigen, dass er die schrift-
liche ärztliche Dokumentation angemessen beherrscht und dass er ärztliche
Bescheinigungen ausfüllen kann.

Zu 3: In diesem Teil der Prüfung zeigt der Prüﬂing, dass er angemessen mit
Kollegen und Vorgesetzten kommunizieren kann, dass er also die Techniken der
Patientenvorstellung beherrscht und dass er spontan auf fachliche Fragen ant-
worten kann. Damit soll sichergestellt werden, dass der Prüﬂing in Zukunft nicht
aus sprachlichen Gründen/sprachlichem Unvermögen Fehldiagnosen weitergibt
oder falsche Therapieentscheidungen trifft, die dem Wohl und der Gesundheit
der Patienten schaden könnten.

Checklisten und Links
_ Das Berliner Landesamt für Gesundheit und Soziales (LaGeSo)
hat verschiedene hilfreiche Checklisten und Links zu dem Thema

63

"
118,4,16,"64 Kapitel 4 - Das deutsche Gesundheitssystem

Übung 4.7

Übung 4.8

4.5

„Approbation von internationalen Ärzten“ online gestellt: h-ttpszllwww.
bierlài'nde/liageso/gesundheit/berufe-im-gesundheitswesen/akademisch/
áerztirı~arzt/art`ikel.1 15935.php (zugegriffen 16.09.2016).

Auch der Marburger Bund informiert zu dem Thema: httpsi/lwww.
marburger-b-undde/mitgliederservice/faq-auslaendische¬aerzte (zugegriffen:
16.09.2016).

Beantworten Sie folgende Fragen:

a. Was versteht man unter„Gleichwertigkeit des Ausbildungsstands""?

b. Was ist die Europäische Union (EU)? Welche Länder gehören zum Beispiel
zur EU und welche nicht?

c. Erklären Sie die Bedeutung folgender Wörter:

- die Bedingung, en,

- das Dokument, e,

- die Herkunft,

- das Kriterium, die Kriterien,
- das Zertiﬁkat, e.

d. In dem Text werden einige Abkürzungen verwendet. Erklären Sie ihre
Bedeutung und überlegen Sie, auf welche Art und Weise die Abkürzungen
gebildet werden.

- EU,

- LaGeSo,
- TELC,

- Daf.

e. Lesen Sie den Abschnitt über die Berliner Fachsprachenprüfung durch und
beantworten Sie folgende Fragen:

- Welcher der 3 Prüfungsteile würde lhnenam schwersten fallen und
warum?

- Welcher der 3 Prüfungsteile wäre am leichtesten für Sie und warum?

- Welche der erforderlichen Kompetenzen - Hörverständnis, freies
Sprechen, schriftliche Dokumentation etc. - müssen Sie noch am meisten
trainieren?Wie könnten Sie das tun? Überlegen und diskutieren Sie.

Vergleichen Sie selbst

Wie ist das Gesundheitssystem in Ihrer Heimat organisiert? Überlegen Sie und
machen Sie sich Stichpunkte zu den folgenden Oberbegriffen:

a. Organisation und Struktur,

b. Finanzierung,

c. Ambulante und stationäre ärztliche Gesundheitsversorgung,

d. Krankenhäuser,

e. Diagnosen.

Arbeiten Sie mit einem Mitlernenden zusammen, der nicht aus demselben
Land kommt wie Sie. Stellen Sie sich gegenseitig die Gesundheitssysteme in
Ihrer Heimat vor. Arbeiten Sie so gründlich, dass Ihr Lernpartner im Folgenden
das von Ihnen vorgestellte Gesundheitssystem vor der großen Gruppe
vorstellen kann. Ergänzen und korrigieren Sie anschließend seinen Vortrag.
Lesen Sie, wenn Sie Zeit und Lust. haben, den folgenden Text zu den
Ähnlichkeiten und Unterschieden zwischen dem deutschen und dem
chinesischen Gesundheitssystem. Er wurde von einem chinesischen Gastarzt
verfasst, der von 2005-2007 an der Charité Berlin im Bereich Anästhesie
gearbeitet und geforscht hat.

"
119,4,17,"4.5 -Vergleichen Sie selbst

4.5.1 Gesundheitssysteme im Vergleich am Beispiel China
und Deutschland

Zwischen Deutschland und China gibt es viele Unterschiede auf fast jedem
Gebiet. So auch in der Medizin.

China ist ein sehr altes Land (mehr als 5000 Iahre) und hat in der langen Zeit
seiner Existenz eine eigene Theorie und Praxis der Medizin entwickelt, die tra-
ditionelle chinesische Medizin, kurz TCM. Die TCM unterscheidet sich von der
westlichen Medizin, z. B. in dem Glauben an die Lehre von Yin und Yang, an die
Gesetze der 5 Wandlungsphasen und an die Meridiane, die Körperkanäle. In der
TCM werden die Krankheiten unter ganzheitlichen und energetischen Gesichts-
punkten betrachtet und behandelt.

Es gibt einige kritikwürdige Punkte an der TCM, z. B. dass manche Theorien
noch nicht wissenschaftlich bewiesen sind und nur auf Erfahrungen basieren.
Trotzdem hat sich die TCM immer weiterentwickelt, und die Chinesen proﬁtie-
ren von der TCM.

Die Kenntnisse von der westlichen Medizin sind erst vor ca. 200 Iahren nach
China durchgedrungen. Heute studieren die meisten chinesischen Medizinstu-
denten die westliche Medizin, aber sie müssen während des Studiums auch die
Grundlagentheorien der TCM erlernen. Außerdem gibt es bei uns viele Uni-
versitäten, die auf die TCM spezialisiert sind. Iedes Allgemeinkrankenhaus hat
eine TCM-Abteilung. Die Patienten können selbst entscheiden, ob sie nach den
Prinzipien der TCM oder nach den Prinzipien der westlichen Medizin behan-
delt werden wollen, oder ob sie Behandlungsmethoden der beiden Richtungen
kombinieren möchten.

Allgemeinkrankenhäuser in China wie z. B. meine Universitätsklinik sind
ähnlich strukturiert wie die Universitätskliniken in Deutschland. Die meisten
Krankheiten behandeln wir genauso wie in Deutschland. Aber wir haben mehr
infektiöse Patienten. Außerdem gibt es bei uns wegen der starken Umweltver-
schmutzung mehr und mehr Tumorpatienten. Der „Durchschnittschinesë“ kennt
sich nicht besonders gut in der Medizin aus; deshalb gehen viele Patienten erst
zum Arzt, wenn ihre Krankheit schon weit fortgeschritten ist. Das macht es kom-
plizierter, die Krankheiten zu behandeln.

Das Gesundheitssystem in China ist nicht besonders gut organisiert. Viele
Menschen, besonders die Bauern, sind schlecht versichert. Für zahlreiche
Behandlungen müssen die Patienten selbst bezahlen, und im Vergleich zum Ein-
kommen sind die Behandlungskosten zu hoch. Deshalb gehen viele Patienten,
wie bereits erwähnt, nicht rechtzeitig zum Arzt.

Vor der Behandlung müssen die Patienten beraten werden, insbesondere in
Bezug auf die Kosten, die durch die Behandlung auf sie zukommen. Anderen-
falls könnte es nach der Behandlung Streit zwischen dem Patienten und dem Arzt
geben. Eigentlich ist das unzureichende staatliche Gesundheitssystem der Grund
für diese schwierige Situation, aber die Konﬂikte spielen sich immer zwischen
den Patienten und den Ärzten ab. Das ist die Tragödie von uns, den chinesischen
Ärzten, aber auch von den chinesischen Patienten.

Meiner Meinung nach können wir Chinesen selbstverständlich medizinische
Kenntnisse und Techniken von Deutschland bzw. von der westlichen Welt über-
nehmen. Aber es ist am wichtigsten für uns, unser gesamtes Gesundheitssystem
zu verbessern und zu reformieren.

Gastarzt aus China an der Charité Universitätsmedizin Berlin 2005-2007

65

"
120,4,18,"66 Kapitel 4 - Das deutsche Gesundheitssystem

Literatur

Forsa Gesellschaft für Sozialforschung und statistische Analysen (2013) Bürgerbefragung
öffentlicher Dienst: Einschätzungen,Erfahrungen und Erwartungen 2013. dbbVerlag,
Berlin

LöhrJ, Bös N (2013) Mehr Ansehen als Gehalt: Was Ärzte verdienen. FAZ, 18.10.2013. httpJ/
www.faz.net/-gym-7ijeo. Zugegriffen: 15. September 2016

Robert-Koch-lnstitut (Hrsg.) (2007) Gesundheit in Deutschland 2006. Gesundheitsberichterstat-
tung des Bundes. Robert-Koch-lnstitut, Berlin

Töpfer A (201 5) Wo der Rubel rollt. Ärztegehälter weltweit. Thieme via medici- informieren,
19.01.2015. https://www.thieme.de/viamedici/arzt-im-beruf-arzt-im-ausland-1563/a/
wo-der-rubel-rollt-aerztegehaelter-weltweit-25060.htm?p=all. Zugegriffen: 15.September
2016

"
121,5,1," 

"
122,5,2,"68 Kapitel 5 - Die Anamnese

Übung 5.1

1.

5.1

Transfersprache

Nennen Sie die Bereiche, in die sich ein allgemeines Anamnesegespräch
gliedert. Notieren Sie sie auf Karteikarten und gestalten Sie ein Tafelbild
damit.

Überlegen Sie sich in Kleingruppen Fragen zu den verschiedenen Bereichen
und notieren Sie sie auf Karteikarten. Tragen Sie Ihre Ergebnisse anschließend
in der großen Gruppe vor und vervollständigen Sie das Tafelbild. Ergänzen
und korrigieren Sie sich gegenseitig.

Allgemeine Anamnese

Es gibt verschiedene Möglichkeiten, ein Anamnesegespräch zu führen. Der
Kontext, in dem das Gespräch geführt wird (z. B. ambulante Praxis vs. überfüllte
Erste-Hilfe-Station), entscheidet u. a. darüber, wie genau das Gespräch gegliedert
ist und wie umfassend die verschiedenen Bereiche abgefragt werden (I Abb. 5.1 ).
Im Allgemeinen kann folgende Struktur als Richtlinie gelten:

Vorstellung: Vorstellen des Namens, Erklären der Funktion.

Aktuelle Anamnese: Fokussiert auf die aktuellen Beschwerden des
Patienten.

Vorerkrankungen: Chronische Erkrankungen, wichtige Vorerkrankungen,
Operationen.

Medikamente und Allergien: Regelmäßig eingenommene Medikamente,
Allergien, insbesondere gegen Arzneien.

Vegetative Anamnese: Allgemeine Fragen zu den Funktionen des
vegetativen Nervensystems.

Familienanamnese: Wichtige Erkrankungen der direkten Familienmit-
glieder (Eltern, Geschwister, Kinder).

Sozialanamnese: Arbeitssituation des Patienten, Partnerschaft, soziale
Eingebundenheit.

Verabschiedung: Offene Fragen klären, weiteres Procedere ankündigen,
besprechen.

 

B Abb. 5.1 Beschwerde ist nicht gleich Beschwerde (Cartoon: Claudia Styrsky)

"
123,5,3,"5.1 -Allgemeíne Anamnese

Geordnet nach diesen Punkten ﬁnden Sie im Folgenden Beispielformulierun-
gen, die für Sie in dieser oder in abgewandelter Form im klinischen Alltag von
Bedeutung sein werden. Einige der Formulierungen sind redundant. Sie werden
aber trotzdem aufgeführt, um Ihnen eine Bandbreite unterschiedlicher Formu-
lierungsmöglichkeiten aufzuzeigen.

5.1.1 Vorstellung

Guten Tag Frau/ Herr . .. (die Hand geben).

Mein Name ist Frau/ Herr (Dr.) 

Ich bin auf dieser Station als Assistenzarzt tätig und würde gerne mit Ihnen
das Aufnahmegespräch führen.

Falls notwendig, auf Sprachkenntnisse eingehen

Wie Sie vielleicht schon gehört haben, komme ich nicht von hier. Ich
komme als Gastarzt aus . ..

Leider spreche ich noch nicht so gut Deutsch. Könnten Sie deshalb bitte
langsam sprechen?

Bitte sagen Sie mir Bescheid oder fragen Sie nach, wenn Sie etwas nicht
verstehen.

Fragen zur Person

Wie heißen Sie?

Wie alt sind Sie? Wann sind Sie geboren?
Wie groß sind Sie?

Wie viel wiegen Sie? Wie schwer sind Sie?

5.1.2 Aktuelle Anamnese

Einleitende Frage

Was kann ich für Sie tun?

Was führt Sie zu uns?

Was für Beschwerden haben Sie im Moment?

Erzählen Sie mir bitte in Ihren eigenen Worten, was Sie hierher geführt hat.
Warum sind Sie ins Krankenhaus gekommen?

Zum Verlauf

Seit wann haben Sie diese Beschwerden?

Können Sie mir beschreiben, wie die Beschwerden aufgetreten sind?
Haben sie eher langsam oder plötzlich begonnen?

Hatten Sie einen Unfall?

Hatten Sie so etwas früher schon einmal? Wenn ja, wann?

Sirıd Sie deswegen schon bei einem anderen Arzt gewesen?

Wie haben sich die Beschwerden im Verlauf/mit der Zeit verändert? Haben
sie sich verbessert oder verschlechtert?

Weitere Fragen am Beispiel Schmerzen

Können Sie die Schmerzen genauer beschreiben: Sind sie eher dumpf,
stechend oder brennend?

Wie stark sind die Schmerzen auf einer Skala von 1-10 - wobei 1 sehr
leichten und 10 sehr starken Schmerzen entspricht?

69

Q 5.1

http://extras.springer.com/
2017/978-3-662-53606-3.
05.1 - Aussprache

"
